name,category,address,city,state,postcode,phone,email,facebook,osm_type,osm_id,osm_url,latitude,longitude,source_region,confidence_score,no_website_signal
H&R Block,office:tax_advisor,9 East Main Street,Springville,NY,14141,+1-716-592-9282,,,node,5950247690,https://www.openstreetmap.org/node/5950247690,42.5085404,-78.6671634,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hair It Is!,shop:hairdresser,580 Elmwood Avenue,Buffalo,NY,14222,+1-716-464-6807,,,node,9320524090,https://www.openstreetmap.org/node/9320524090,42.9128522,-78.8772955,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hair-Drobe Barber Shop,shop:hairdresser,3098 Main Street,Buffalo,NY,14214,+1-716-834-4247;+1-716-393-2596,,,node,9288962248,https://www.openstreetmap.org/node/9288962248,42.9492354,-78.8283495,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Harbor Hots,amenity:restaurant,4776 Lake Avenue,Rochester,NY,14612,+1 585-865-4687,,,node,7228234986,https://www.openstreetmap.org/node/7228234986,43.2576911,-77.6088247,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hardee Brothers Dry Cleaners,shop:dry_cleaning,8584 Main Street,Williamsville,NY,14221,+1-716-631-9488,,,way,1486530284,https://www.openstreetmap.org/way/1486530284,42.9656597,-78.6732205,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Harmony Station,amenity:childcare,4624 Millennium Drive,Geneseo,NY,14454,+15855199905,,,node,8805448002,https://www.openstreetmap.org/node/8805448002,42.7978584,-77.7915027,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Harry's Express,shop:convenience,265 Delaware Street,Tonawanda,NY,14150,+1 716 957 3757,,,way,1103236002,https://www.openstreetmap.org/way/1103236002,43.0116683,-78.8720053,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hayes Motor Car,shop:car_repair,3697 Delaware Avenue,Buffalo,NY,14217,+1 716 877 2600,,,way,1051649838,https://www.openstreetmap.org/way/1051649838,42.9851579,-78.8725912,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Head Turners,shop:hairdresser,2439 Delaware Avenue,Buffalo,NY,14216,+1-716-605-9211,,,node,9317704072,https://www.openstreetmap.org/node/9317704072,42.9506894,-78.8686192,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hertel Auto Care,shop:car_repair,1261 Hertel Avenue,Buffalo,NY,14216,+1-716-381-8510,,,way,1007509492,https://www.openstreetmap.org/way/1007509492,42.9474523,-78.861346,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hertel Ave Cafe & Bakery,shop:bakery,1150 Hertel Avenue,Buffalo,NY,14216,+17162598743,,,node,9291541417,https://www.openstreetmap.org/node/9291541417,42.9479273,-78.8655704,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hertel Ave Coin Laundry,shop:laundry,1278 Hertel Avenue,Buffalo,NY,14216,+1-716-768-3807,,,way,739729616,https://www.openstreetmap.org/way/739729616,42.9480135,-78.8610078,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Higher Ground Colour Studio,shop:beauty,15 South Main Street,Pittsford,NY,14534,+1 585-944-3942,,,node,3234443090,https://www.openstreetmap.org/node/3234443090,43.0904865,-77.5157119,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hilites Hair Salon,shop:hairdresser,1440 Hertel Avenue,Buffalo,NY,14216,+17168345366,,,node,9289217326,https://www.openstreetmap.org/node/9289217326,42.9478521,-78.8549316,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hobby Lobby,shop:craft,1560 Military Road,Niagara Falls,NY,14304,+1-716-297-2093,,,way,551528584,https://www.openstreetmap.org/way/551528584,43.095811,-78.9785915,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hodge Automotive,shop:car_repair,607 Main Street,Tonawanda,NY,14150,+17166940500,,,way,938591119,https://www.openstreetmap.org/way/938591119,43.0027108,-78.8810419,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hollywood Wine & Spirits,shop:alcohol,746 Monroe Avenue,Rochester,NY,14607,+1-585-244-4310,,,node,13733425376,https://www.openstreetmap.org/node/13733425376,43.1434981,-77.5877052,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Home Outlet,shop:doityourself,4133 Lakeville Road,Geneseo,NY,14454,+1 585-243-2620,,,node,8805448406,https://www.openstreetmap.org/node/8805448406,42.7971341,-77.7955567,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
HomeSense,shop:interior_decoration,1501 Niagara Falls Boulevard,Buffalo,NY,14228,+1 716 862 3894,,,node,10130980701,https://www.openstreetmap.org/node/10130980701,42.9969111,-78.8201389,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Homewood Suites by Hilton Buffalo-Amherst,tourism:hotel,1138 Millersport Highway,Buffalo,NY,14226,+1 716 833 2277,,,way,1080377253,https://www.openstreetmap.org/way/1080377253,42.9838063,-78.796081,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hospitality Inn - Buffalo Airport,tourism:hotel,6627 Transit Road,Williamsville,NY,14221,+1 716 631 5415,,,way,1057004456,https://www.openstreetmap.org/way/1057004456,42.9484171,-78.6962401,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
"Hotel at the Lafayette, Trademark Collection by Wyndham",tourism:hotel,391 Washington Street,Buffalo,NY,14203,+1 716 853 1505,,,way,1069428316,https://www.openstreetmap.org/way/1069428316,42.8849029,-78.8729307,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
House of Jacob,shop:antiques,1453 Hertel Avenue,Buffalo,NY,14216,+17162846510,,,node,9289198263,https://www.openstreetmap.org/node/9289198263,42.9475591,-78.8542503,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hu's Discount Store,shop:variety_store,498 Elmwood Avenue,Buffalo,NY,14222,+17168860098,,,node,9357174142,https://www.openstreetmap.org/node/9357174142,42.9105694,-78.877278,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Hydro Garden Center,shop:garden_centre,1069 Lyell Avenue Unit B,Rochester,NY,14606,+1 585-458-3367,,,node,8487239845,https://www.openstreetmap.org/node/8487239845,43.1642725,-77.6531961,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
In-n-Out Deli & Convenience Store,shop:convenience,1626 Penfield Road,Rochester,NY,14625,+1-585-508-8384,,,node,8786017037,https://www.openstreetmap.org/node/8786017037,43.1346627,-77.4937599,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Incantation Tea,shop:tea,380 Hinds Street,Tonawanda,NY,14150,+1 716 264 5023,,,node,9718491645,https://www.openstreetmap.org/node/9718491645,43.0028313,-78.8894733,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Innovative Field Box Office,shop:ticket,333 North Plymouth Avenue,Rochester,NY,14614,+1 585-423-9464,,,node,6551855814,https://www.openstreetmap.org/node/6551855814,43.1580422,-77.6210163,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Inspiration Point,shop:gift,483 Elmwood Avenue,Buffalo,NY,14222,+17168838670,,,node,9494708448,https://www.openstreetmap.org/node/9494708448,42.910261,-78.8769404,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
JCPenney,shop:department_store,3 Walden Galleria Drive,Buffalo,NY,14225,+1 716 681 5100,,,way,1098055929,https://www.openstreetmap.org/way/1098055929,42.9129345,-78.7623048,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
JCPenney,shop:department_store,25 Miracle Mile Drive,Rochester,NY,14623,+1 585-424-1010,,,way,125920668,https://www.openstreetmap.org/way/125920668,43.0853505,-77.6337839,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
JCPenney,shop:department_store,231 Greece Ridge Center Drive,Rochester,NY,14626,+1 585-723-5700,,,way,561684778,https://www.openstreetmap.org/way/561684778,43.2057926,-77.6909196,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
JG Autowerks,shop:car_repair,160 Ridge Road East,Rochester,NY,14621,+1 585-338-2886,,,way,283190747,https://www.openstreetmap.org/way/283190747,43.1939028,-77.6138542,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Jim's Steakout,amenity:fast_food,2952 Niagara Falls Boulevard Unit 100,Amherst,NY,14228,+1 716 695 2000,,,node,8996992134,https://www.openstreetmap.org/node/8996992134,43.0346783,-78.8233757,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Jimmie's Shoe Repair,craft:shoemaker,1530 Hertel Avenue,Buffalo,NY,14216,+1-716-862-9205,,,way,735421320,https://www.openstreetmap.org/way/735421320,42.9478293,-78.8514392,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Jimmy's Texas Hots,amenity:restaurant,2350 Delaware Avenue,Buffalo,NY,14216,+17168776618,,,node,9317499284,https://www.openstreetmap.org/node/9317499284,42.9480777,-78.8691115,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
JJ Nails,shop:beauty,3247 Bailey Avenue,Buffalo,NY,14215,+17167838723,,,way,1020802119,https://www.openstreetmap.org/way/1020802119,42.9432512,-78.8133894,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Jo-An's Hallmark Shoppe,shop:gift,3600 Delaware Avenue,Buffalo,NY,14217,+1 716 875 5588,,,node,9627479453,https://www.openstreetmap.org/node/9627479453,42.9823634,-78.8729462,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,642 Cleveland Drive,Buffalo,NY,14225,+1 716 919 5651,,,node,8454660556,https://www.openstreetmap.org/node/8454660556,42.9453056,-78.7755701,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,3085 Delaware Avenue,Kenmore,NY,14217,+1 716 463 5213,,,node,8454742812,https://www.openstreetmap.org/node/8454742812,42.9681577,-78.8702389,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,1199 French Road,Depew,NY,14043,+1 716 324 5282,,,node,8457866837,https://www.openstreetmap.org/node/8457866837,42.8673725,-78.7083375,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,661 Jamison Road,Elma,NY,14059,+1 716 714 4551,,,node,8457903671,https://www.openstreetmap.org/node/8457903671,42.8055623,-78.6371439,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,5114 Transit Road,Depew,NY,14043,+1 716 706 4388,,,node,8457927121,https://www.openstreetmap.org/node/8457927121,42.8917969,-78.6974746,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,1555 North French Road,Getzville,NY,14068,+1 716 689 2030,,,node,9448879881,https://www.openstreetmap.org/node/9448879881,43.0342661,-78.7672358,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,4221 Walden Avenue,Lancaster,NY,14086,+1 716 391 4510,,,node,9448909681,https://www.openstreetmap.org/node/9448909681,42.9229309,-78.6219535,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,2080 Abbott Road,Lackawanna,NY,14218,+1 716 919 5803,,,node,9457025208,https://www.openstreetmap.org/node/9457025208,42.808812,-78.7980982,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,8925 Main Street,Clarence,NY,14031,+1 716 295 8936,,,way,1024726414,https://www.openstreetmap.org/way/1024726414,42.9667613,-78.6590078,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,933 West Ridge Road,Rochester,NY,14615,+1 585 210 9912,,,node,5872910912,https://www.openstreetmap.org/node/5872910912,43.2028305,-77.6514008,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,3068 East Henrietta Road,Henrietta,NY,14467,+1 585 601 6237,,,node,8785743195,https://www.openstreetmap.org/node/8785743195,43.0596816,-77.611465,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,7409 Palmyra Road,Fairport,NY,14450,+1 585 425 1098,,,node,8785915226,https://www.openstreetmap.org/node/8785915226,43.0642323,-77.4101865,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,4350 Dewey Avenue,Rochester,NY,14616,+1 585 877 6828,,,node,8785937449,https://www.openstreetmap.org/node/8785937449,43.2510364,-77.6463065,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,1952 Lyell Avenue,Rochester,NY,14606,+1 585 450 3713,,,node,8786030523,https://www.openstreetmap.org/node/8786030523,43.1651185,-77.6790592,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,5028 West Ridge Road,Spencerport,NY,14559,+1 585 488 5191,,,node,8786073683,https://www.openstreetmap.org/node/8786073683,43.2189853,-77.7931022,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Joe's Kwik Marts,shop:convenience,6180 Collett Road,Farmington,NY,14425,+1 585 433 1083,,,node,9442836679,https://www.openstreetmap.org/node/9442836679,42.984346,-77.3632196,Ontario County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
John Campagna Chiropractor,healthcare:alternative,9138 Main Street,Clarence,NY,14031,+1-716-633-6161,,,way,1245827199,https://www.openstreetmap.org/way/1245827199,42.9694775,-78.6506726,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Jonzey's Closet,shop:clothes,978 South Clinton Avenue,Rochester,NY,14620,+1 585-232-5640,,,node,8492206250,https://www.openstreetmap.org/node/8492206250,43.1391648,-77.5954687,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
JP Checker's,amenity:pub,1854 Hertel Avenue,Buffalo,NY,14216,+17168351535,,,node,9288904450,https://www.openstreetmap.org/node/9288904450,42.9476841,-78.8394118,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
